season,team1,team2,team1_resolved,team2_resolved,actual_result,team1_prob,predicted_result,predicted_winner,actual_margin,projected_margin,margin_abs_error
2003,St Joseph's PA,Auburn,Saint Joseph's,Auburn,0,0.5420088249059868,1,St Joseph's PA,-2,1.1606647657136246,3.1606647657136246
2003,Butler,Mississippi St,Butler,Mississippi State,1,0.482960012519953,0,Mississippi St,1,0.5865867396409721,0.4134132603590279
2003,Mississippi St,Butler,Mississippi State,Butler,0,0.49651830601438085,0,Butler,-1,1.627914123755506,2.627914123755506
2003,Indiana,Alabama,Indiana,Alabama,1,0.5138702974484307,1,Indiana,5,0.17288666524632826,4.827113334753672
2003,Alabama,Indiana,Alabama,Indiana,0,0.4488431350824004,0,Indiana,-5,-0.667412765512275,4.332587234487725
2003,Kentucky,IUPUI,Kentucky,IU Indianapolis,1,0.7184632012221805,1,Kentucky,31,14.234778359659296,16.765221640340705
2003,IUPUI,Kentucky,IU Indianapolis,Kentucky,0,0.24696019504895747,0,Kentucky,-31,-12.094190181526411,18.90580981847359
2003,Louisville,Austin Peay,Louisville,Austin Peay,1,0.6650961403782426,1,Louisville,22,3.1351578229294548,18.864842177070546
2003,Austin Peay,Louisville,Austin Peay,Louisville,0,0.3115900610373321,0,Louisville,-22,-4.452385498574565,17.547614501425436
2003,Maryland,UNC Wilmington,Maryland,UNC Wilmington,1,0.5598702420711078,1,Maryland,2,2.9414118322058456,0.9414118322058456
2003,UNC Wilmington,Maryland,UNC Wilmington,Maryland,0,0.44540937050532503,0,Maryland,-2,-1.2297174281030232,0.7702825718969768
2003,Michigan St,Colorado,Michigan State,Colorado,1,0.5160174694782327,1,Michigan St,15,-0.5471152081951474,15.547115208195148
2003,Colorado,Michigan St,Colorado,Michigan State,0,0.4469652772640673,0,Michigan St,-15,-1.4646196573204646,13.535380342679534
2003,Oklahoma St,Penn,Oklahoma State,Pennsylvania,1,0.5287335229121142,1,Oklahoma St,14,1.2256648410568098,12.77433515894319
2003,Penn,Oklahoma St,Pennsylvania,Oklahoma State,0,0.4545522039373446,0,Oklahoma St,-14,2.8040618973505547,16.804061897350554
2003,Pittsburgh,Wagner,Pittsburgh,Wagner,1,0.7148429486869594,1,Pittsburgh,26,9.313297485143167,16.686702514856833
2003,Wagner,Pittsburgh,Wagner,Pittsburgh,0,0.25883658046815966,0,Pittsburgh,-26,-11.80076456196398,14.19923543803602
2003,Purdue,LSU,Purdue,LSU,1,0.4894555786618465,0,LSU,24,1.815716759845627,22.18428324015437
2003,LSU,Purdue,LSU,Purdue,0,0.5095263046909391,1,LSU,-24,-1.1115841617524749,22.888415838247525
2003,Syracuse,Manhattan,Syracuse,Manhattan,1,0.6128120537332543,1,Syracuse,11,4.3637589265769385,6.6362410734230615
2003,Manhattan,Syracuse,Manhattan,Syracuse,0,0.34260040219735105,0,Syracuse,-11,-6.002832735333588,4.997167264666412
2003,Texas,UNC Asheville,Texas,UNC Asheville,1,0.7385041914137158,1,Texas,21,12.722084517566662,8.277915482433338
2003,UNC Asheville,Texas,UNC Asheville,Texas,0,0.1996806454158467,0,Texas,-21,-10.567673030691793,10.432326969308207
2003,Utah,Oregon,Utah,Oregon,1,0.4695085724155322,0,Oregon,2,-0.6703390124811295,2.6703390124811293
2003,Oregon,Utah,Oregon,Utah,0,0.5074110090539147,1,Oregon,-2,-2.4303988022635377,0.43039880226353766
2003,Wake Forest,ETSU,Wake Forest,East Tennessee State,1,0.6289134808081295,1,Wake Forest,3,7.043878850447892,4.043878850447892
2003,ETSU,Wake Forest,East Tennessee State,Wake Forest,0,0.2917792423577616,0,Wake Forest,-3,-9.610347950163279,6.610347950163279
2003,Xavier,Troy,Xavier,Troy,1,0.6058105690362585,1,Xavier,12,5.973416356569932,6.026583643430068
2003,Troy,Xavier,Troy,Xavier,0,0.34029904610270023,0,Xavier,-12,-6.239794396360807,5.760205603639193
2003,Arizona,Gonzaga,Arizona,Gonzaga,1,0.5822064023029643,1,Arizona,1,1.2435553786222528,0.24355537862225285
2003,Gonzaga,Arizona,Gonzaga,Arizona,0,0.37846398013638943,0,Arizona,-1,-2.2733816540787477,1.2733816540787477
2003,Connecticut,Stanford,UConn,Stanford,1,0.49080709082642426,0,Stanford,11,-0.14271609692578302,11.142716096925783
2003,Stanford,Connecticut,Stanford,UConn,0,0.4162648644648511,0,Connecticut,-11,-3.725483589075418,7.274516410924582
2003,Duke,C Michigan,Duke,Central Michigan,1,0.6024124296819797,1,Duke,26,2.480029508042413,23.519970491957586
2003,C Michigan,Duke,Central Michigan,Duke,0,0.34688686821183057,0,Duke,-26,-5.601491320088793,20.398508679911206
2003,Kansas,Arizona St,Kansas,Arizona State,1,0.5758901500546233,1,Kansas,32,1.2812724885871516,30.718727511412848
2003,Arizona St,Kansas,Arizona State,Kansas,0,0.3767293807883671,0,Kansas,-32,-2.8019896197687495,29.19801038023125
2003,Marquette,Missouri,Marquette,Missouri,1,0.5106556368807187,1,Marquette,9,1.425054509295307,7.5749454907046925
2003,Missouri,Marquette,Missouri,Marquette,0,0.40467033216723697,0,Marquette,-9,-1.2177088239177032,7.782291176082297
2003,Notre Dame,Illinois,Notre Dame,Illinois,1,0.48187557263663255,0,Illinois,8,0.2703421960581431,7.729657803941857
2003,Illinois,Notre Dame,Illinois,Notre Dame,0,0.5094291066456623,1,Illinois,-8,-1.5503541498597517,6.449645850140248
2003,Oklahoma,California,Oklahoma,California,1,0.5704653102787063,1,Oklahoma,9,1.675769900781533,7.324230099218467
2003,California,Oklahoma,California,Oklahoma,0,0.4133815181987119,0,Oklahoma,-9,-2.464310634178129,6.535689365821871
2003,Wisconsin,Tulsa,Wisconsin,Tulsa,1,0.5934691667298351,1,Wisconsin,1,2.573593355793656,1.5735933557936561
2003,Tulsa,Wisconsin,Tulsa,Wisconsin,0,0.4041555019320664,0,Wisconsin,-1,-2.693545172836644,1.693545172836644
2003,Auburn,Wake Forest,Auburn,Wake Forest,1,0.39003786708420823,0,Wake Forest,6,-3.1585511118044933,9.158551111804494
2003,Wake Forest,Auburn,Wake Forest,Auburn,0,0.5232240619801135,1,Wake Forest,-6,-0.10222459328214802,5.897775406717852
2003,Butler,Louisville,Butler,Louisville,1,0.44604875117809406,0,Louisville,8,-0.6858462143474567,8.685846214347457
2003,Louisville,Butler,Louisville,Butler,0,0.5444087643132475,1,Louisville,-8,-0.26235088127687634,7.737649118723124
2003,Kentucky,Utah,Kentucky,Utah,1,0.6158976513353983,1,Kentucky,20,1.280955097371817,18.719044902628184
2003,Utah,Kentucky,Utah,Kentucky,0,0.35918365738274877,0,Kentucky,-20,-3.5394397208531934,16.460560279146808
2003,Maryland,Xavier,Maryland,Xavier,1,0.4800517603005076,0,Xavier,13,-0.2725815481720981,13.272581548172099
2003,Xavier,Maryland,Xavier,Maryland,0,0.4768938295897583,0,Maryland,-13,-0.4495339468607081,12.550466053139292
2003,Michigan St,Florida,Michigan State,Florida,1,0.44139043175257114,0,Florida,22,-1.0427361371568415,23.04273613715684
2003,Florida,Michigan St,Florida,Michigan State,0,0.5467538870241233,1,Florida,-22,0.4325858528330813,22.432585852833082
2003,Pittsburgh,Indiana,Pittsburgh,Indiana,1,0.5715780239393778,1,Pittsburgh,22,0.49535498671215633,21.504645013287842
2003,Indiana,Pittsburgh,Indiana,Pittsburgh,0,0.408831270315559,0,Pittsburgh,-22,-3.063005511839351,18.93699448816065
2003,Syracuse,Oklahoma St,Syracuse,Oklahoma State,1,0.5321139034199689,1,Syracuse,12,-2.4395514982611863,14.439551498261187
2003,Oklahoma St,Syracuse,Oklahoma State,Syracuse,0,0.39905529638453163,0,Syracuse,-12,-2.2710755922642227,9.728924407735777
2003,Texas,Purdue,Texas,Purdue,1,0.5583783470930106,1,Texas,10,-1.2818000327631847,11.281800032763185
2003,Purdue,Texas,Purdue,Texas,0,0.40518622166258444,0,Texas,-10,-2.7650629504745283,7.234937049525472
2003,Arizona,Notre Dame,Arizona,Notre Dame,1,0.5139162465065291,1,Arizona,17,0.14385790358613246,16.85614209641387
2003,Notre Dame,Arizona,Notre Dame,Arizona,0,0.4474903309038273,0,Arizona,-17,-0.3750041066957055,16.624995893304295
2003,Kansas,Duke,Kansas,Duke,1,0.5058721226257376,1,Kansas,4,2.8566961021720654,1.1433038978279346
2003,Duke,Kansas,Duke,Kansas,0,0.4534070762783429,0,Kansas,-4,1.4203720030549978,5.420372003054998
2003,Kentucky,Wisconsin,Kentucky,Wisconsin,1,0.5447414259125356,1,Kentucky,6,1.2572351987657109,4.742764801234289
2003,Wisconsin,Kentucky,Wisconsin,Kentucky,0,0.448438745361428,0,Kentucky,-6,-0.21461009476742945,5.78538990523257
2003,Marquette,Pittsburgh,Marquette,Pittsburgh,1,0.4439935438628014,0,Pittsburgh,3,-1.1866434921326923,4.186643492132692
2003,Pittsburgh,Marquette,Pittsburgh,Marquette,0,0.4940122096323519,0,Marquette,-3,-0.5775860162389477,2.4224139837610523
2003,Michigan St,Maryland,Michigan State,Maryland,1,0.4683047785847906,0,Maryland,2,-0.7671521576331158,2.7671521576331157
2003,Maryland,Michigan St,Maryland,Michigan State,0,0.5171709089722913,1,Maryland,-2,-0.6039610882325244,1.3960389117674756
2003,Oklahoma,Butler,Oklahoma,Butler,1,0.5444394345999692,1,Oklahoma,11,3.0354434742567302,7.964556525743269
2003,Butler,Oklahoma,Butler,Oklahoma,0,0.44835201876140757,0,Oklahoma,-11,-1.7820196589113635,9.217980341088637
2003,Syracuse,Auburn,Syracuse,Auburn,1,0.5643151079638032,1,Syracuse,1,-1.237030183515344,2.237030183515344
2003,Auburn,Syracuse,Auburn,Syracuse,0,0.3572490648352309,0,Syracuse,-1,-6.129479968456278,5.129479968456278
2003,Texas,Connecticut,Texas,UConn,1,0.498822514494355,0,Connecticut,4,-2.5951794401493484,6.595179440149348
2003,Connecticut,Texas,UConn,Texas,0,0.4068580889537664,0,Texas,-4,-2.398665517348656,1.6013344826513438
2003,Kansas,Arizona,Kansas,Arizona,1,0.4785961083912467,0,Arizona,3,-0.4729599409125455,3.4729599409125456
2003,Arizona,Kansas,Arizona,Kansas,0,0.47343745319944236,0,Kansas,-3,-0.11428691081371427,2.885713089186286
2003,Marquette,Kentucky,Marquette,Kentucky,1,0.4244554252262275,0,Kentucky,14,-0.7935172507130895,14.793517250713089
2003,Kentucky,Marquette,Kentucky,Marquette,0,0.5008392912946739,1,Kentucky,-14,1.1188094232555974,15.118809423255598
2003,Syracuse,Oklahoma,Syracuse,Oklahoma,1,0.48343123051197523,0,Oklahoma,16,-3.5134008590237036,19.513400859023704
2003,Oklahoma,Syracuse,Oklahoma,Syracuse,0,0.4653301546548558,0,Syracuse,-16,-2.6827192979258245,13.317280702074175
2003,Texas,Michigan St,Texas,Michigan State,1,0.5377630923953367,1,Texas,9,1.102045175385206,7.897954824614794
2003,Michigan St,Texas,Michigan State,Texas,0,0.41974412480576045,0,Texas,-9,-2.164893367662836,6.835106632337164
2003,Kansas,Marquette,Kansas,Marquette,1,0.49190729290472013,0,Marquette,33,0.1845786014176443,32.81542139858236
2003,Marquette,Kansas,Marquette,Kansas,0,0.43449369157248074,0,Kansas,-33,-0.6617525014930841,32.33824749850692
2003,Syracuse,Texas,Syracuse,Texas,1,0.45200378485867104,0,Texas,11,-0.9233130060517125,11.923313006051712
2003,Texas,Syracuse,Texas,Syracuse,0,0.4648751419069363,0,Syracuse,-11,-3.4546507822719135,7.545349217728086
2003,Syracuse,Kansas,Syracuse,Kansas,1,0.4433728997083232,0,Kansas,3,-0.6134855427167494,3.6134855427167496
2003,Kansas,Syracuse,Kansas,Syracuse,0,0.49237279436320364,0,Syracuse,-3,-0.5689865055281788,2.4310134944718214
2004,Florida A&M,Lehigh,Florida A&M,Lehigh,1,0.4700159659954495,0,Lehigh,15,-2.4597206929479802,17.45972069294798
2004,Lehigh,Florida A&M,Lehigh,Florida A&M,0,0.4937045875066609,0,Florida A&M,-15,1.3875115715746689,16.38751157157467
2004,Alabama,S Illinois,Alabama,Southern Illinois,1,0.524902022143502,1,Alabama,1,1.2592354366385232,0.2592354366385232
2004,S Illinois,Alabama,Southern Illinois,Alabama,0,0.4527717453096671,0,Alabama,-1,-1.7596223460117606,0.7596223460117606
2004,Connecticut,Vermont,UConn,Vermont,1,0.7237359376954264,1,Connecticut,17,8.992007187750358,8.007992812249642
2004,Vermont,Connecticut,Vermont,UConn,0,0.24347298220032207,0,Connecticut,-17,-8.05756065130154,8.94243934869846
2004,DePaul,Dayton,DePaul,Dayton,1,0.49805522699540167,0,Dayton,7,-0.17587509961466097,7.175875099614661
2004,Dayton,DePaul,Dayton,DePaul,0,0.4324540544368693,0,DePaul,-7,-1.254910758985814,5.7450892410141865
2004,Duke,Alabama St,Duke,Alabama State,1,0.8070438610317066,1,Duke,35,12.098867507827105,22.901132492172895
2004,Alabama St,Duke,Alabama State,Duke,0,0.15180719527176761,0,Duke,-35,-8.141665181684756,26.858334818315242
2004,Gonzaga,Valparaiso,Gonzaga,Valparaiso,1,0.7002665459402609,1,Gonzaga,27,8.092163421968781,18.90783657803122
2004,Valparaiso,Gonzaga,Valparaiso,Gonzaga,0,0.2576345333879313,0,Gonzaga,-27,-8.425692713689328,18.57430728631067
2004,Manhattan,Florida,Manhattan,Florida,1,0.4111902658351771,0,Florida,15,-2.2056843869420026,17.205684386942004
2004,Florida,Manhattan,Florida,Manhattan,0,0.5658995187316591,1,Florida,-15,1.2933238862656187,16.29332388626562
2004,Maryland,UTEP,Maryland,UTEP,1,0.5248256846835898,1,Maryland,3,2.8282906887192536,0.1717093112807464
2004,UTEP,Maryland,UTEP,Maryland,0,0.4355254015486231,0,Maryland,-3,-2.6989862231579083,0.30101377684209174
2004,Nevada,Michigan St,Nevada,Michigan State,1,0.49751581427640257,0,Michigan St,6,0.06286543129774168,5.937134568702258
2004,Michigan St,Nevada,Michigan State,Nevada,0,0.4790808565984378,0,Nevada,-6,-0.9198226387548514,5.080177361245148
2004,North Carolina,Air Force,North Carolina,Air Force,1,0.5495164905220139,1,North Carolina,11,1.4056829810576617,9.594317018942338
2004,Air Force,North Carolina,Air Force,North Carolina,0,0.44520893884435914,0,North Carolina,-11,0.3118328358157915,11.31183283581579
2004,Seton Hall,Arizona,Seton Hall,Arizona,1,0.4785275721091805,0,Arizona,4,-0.8308972503761887,4.8308972503761884
2004,Arizona,Seton Hall,Arizona,Seton Hall,0,0.4673585057323082,0,Seton Hall,-4,-5.085065677802096,1.0850656778020964
2004,St Joseph's PA,Liberty,Saint Joseph's,Liberty,1,0.7625353935592218,1,St Joseph's PA,19,8.79269927905255,10.20730072094745
2004,Liberty,St Joseph's PA,Liberty,Saint Joseph's,0,0.21741241107196188,0,St Joseph's PA,-19,-12.667168084231543,6.332831915768457
2004,Stanford,UT San Antonio,Stanford,UTSA,1,0.7254446182959741,1,Stanford,26,9.863650077626966,16.136349922373036
2004,UT San Antonio,Stanford,UTSA,Stanford,0,0.23861457015495988,0,Stanford,-26,-12.075825881983642,13.924174118016358
2004,Syracuse,BYU,Syracuse,BYU,1,0.5205365695766596,1,Syracuse,5,1.3053467595596062,3.6946532404403936
2004,BYU,Syracuse,BYU,Syracuse,0,0.4346928424437514,0,Syracuse,-5,-1.587717936880432,3.412282063119568
2004,Texas,Princeton,Texas,Princeton,1,0.6350625920564478,1,Texas,17,1.8112605156366877,15.188739484363312
2004,Princeton,Texas,Princeton,Texas,0,0.332126733220696,0,Texas,-17,-3.03049253287737,13.96950746712263
2004,Texas Tech,Charlotte,Texas Tech,Charlotte,1,0.5121994347442459,1,Texas Tech,3,1.3684216612928537,1.6315783387071463
2004,Charlotte,Texas Tech,Charlotte,Texas Tech,0,0.4459592636708529,0,Texas Tech,-3,-2.4276655052782314,0.5723344947217686
2004,Wake Forest,VCU,Wake Forest,VCU,1,0.6167904857669495,1,Wake Forest,1,0.7293811664551313,0.2706188335448687
2004,VCU,Wake Forest,VCU,Wake Forest,0,0.33639098827256403,0,Wake Forest,-1,-4.501478285254836,3.5014782852548363
2004,Boston College,Utah,Boston University,Utah,1,0.498402650498828,0,Utah,7,0.4612730117440424,6.5387269882559576
2004,Utah,Boston College,Utah,Boston University,0,0.4341429785672582,0,Boston College,-7,0.14954379762710204,7.149543797627102
2004,Cincinnati,ETSU,Cincinnati,East Tennessee State,1,0.6198737706725195,1,Cincinnati,3,4.703598291829844,1.7035982918298442
2004,ETSU,Cincinnati,East Tennessee State,Cincinnati,0,0.36751307965814556,0,Cincinnati,-3,-3.1055944683335395,0.10559446833353947
2004,Georgia Tech,Northern Iowa,Georgia Tech,Northern Iowa,1,0.6373211266919951,1,Georgia Tech,5,4.378879456268556,0.6211205437314442
2004,Northern Iowa,Georgia Tech,Northern Iowa,Georgia Tech,0,0.36063289984905444,0,Georgia Tech,-5,-4.012028035867521,0.9879719641324787
2004,Illinois,Murray St,Illinois,Murray State,1,0.5985191184524591,1,Illinois,19,2.1493872603863613,16.850612739613638
2004,Murray St,Illinois,Murray State,Illinois,0,0.373664290327862,0,Illinois,-19,-3.970849660267333,15.029150339732666
2004,Kentucky,Florida A&M,Kentucky,Florida A&M,1,0.7407594958927599,1,Kentucky,20,12.28635892367756,7.713641076322441
2004,Florida A&M,Kentucky,Florida A&M,Kentucky,0,0.23194761277543346,0,Kentucky,-20,-9.274970773309189,10.725029226690811
2004,Memphis,South Carolina,Memphis,South Carolina,1,0.4975056821274036,0,South Carolina,16,0.4900593284170524,15.509940671582948
2004,South Carolina,Memphis,South Carolina,Memphis,0,0.4704782638804182,0,Memphis,-16,-0.5711244928527858,15.428875507147215
2004,Mississippi St,Monmouth NJ,Mississippi State,Monmouth,1,0.6929648248751795,1,Mississippi St,33,9.539182967249852,23.46081703275015
2004,Monmouth NJ,Mississippi St,Monmouth,Mississippi State,0,0.2893735970778021,0,Mississippi St,-33,-8.871174488490794,24.128825511509206
2004,NC State,Louisiana,NC State,Louisiana,1,0.617441962222362,1,NC State,9,4.130269099088531,4.869730900911469
2004,Louisiana,NC State,Louisiana,NC State,0,0.33979090685468183,0,NC State,-9,-5.09087257532914,3.90912742467086
2004,Oklahoma St,E Washington,Oklahoma State,Eastern Washington,1,0.6961453702546249,1,Oklahoma St,19,8.188246316406758,10.811753683593242
2004,E Washington,Oklahoma St,Eastern Washington,Oklahoma State,0,0.28520132471525994,0,Oklahoma St,-19,-7.74777656141125,11.25222343858875
2004,Pacific,Providence,Pacific,Providence,1,0.39142663793521576,0,Providence,8,-1.3135469081297433,9.313546908129743
2004,Providence,Pacific,Providence,Pacific,0,0.5515399354098871,1,Providence,-8,1.1230174261406065,9.123017426140606
2004,Pittsburgh,UCF,Pittsburgh,UCF,1,0.6541827694441384,1,Pittsburgh,9,6.361964975528626,2.6380350244713737
2004,UCF,Pittsburgh,UCF,Pittsburgh,0,0.28399493486995914,0,Pittsburgh,-9,-6.55789666450163,2.44210333549837
2004,UAB,Washington,UAB,Washington,1,0.4994300965671542,0,Washington,2,2.1914075034465683,0.19140750344656832
2004,Washington,UAB,Washington,UAB,0,0.4789360242565105,0,UAB,-2,0.8773591706980333,2.8773591706980333
2004,Wisconsin,Richmond,Wisconsin,Richmond,1,0.5978004399905615,1,Wisconsin,12,2.284637389896185,9.715362610103815
2004,Richmond,Wisconsin,Richmond,Wisconsin,0,0.3925607587035048,0,Wisconsin,-12,-3.734283733838539,8.265716266161462
2004,Xavier,Louisville,Xavier,Louisville,1,0.5157705126554814,1,Xavier,10,-0.1318534197003149,10.131853419700315
2004,Louisville,Xavier,Louisville,Xavier,0,0.47432896376230355,0,Xavier,-10,-0.7602981221110946,9.239701877888905
2004,Alabama,Stanford,Alabama,Stanford,1,0.4443663382877536,0,Stanford,3,-1.071593241768986,4.071593241768986
2004,Stanford,Alabama,Stanford,Alabama,0,0.5239544702570051,1,Stanford,-3,1.3800843383391332,4.380084338339133
2004,Connecticut,DePaul,UConn,DePaul,1,0.5907504247741672,1,Connecticut,17,3.3764473506106243,13.623552649389376
2004,DePaul,Connecticut,DePaul,UConn,0,0.3330914784120033,0,Connecticut,-17,-1.704374858385689,15.29562514161431
2004,Duke,Seton Hall,Duke,Seton Hall,1,0.6025077080767389,1,Duke,28,2.249982874353642,25.75001712564636
2004,Seton Hall,Duke,Seton Hall,Duke,0,0.3488677479107755,0,Duke,-28,-5.069140234013082,22.930859765986916
2004,Nevada,Gonzaga,Nevada,Gonzaga,1,0.4076655617259342,0,Gonzaga,19,-3.02238241138624,22.02238241138624
2004,Gonzaga,Nevada,Gonzaga,Nevada,0,0.5543642173783904,1,Gonzaga,-19,0.8757523389380336,19.875752338938035
2004,St Joseph's PA,Texas Tech,Saint Joseph's,Texas Tech,1,0.6099922261470506,1,St Joseph's PA,5,5.373849431769592,0.3738494317695924
2004,Texas Tech,St Joseph's PA,Texas Tech,Saint Joseph's,0,0.3853295173264927,0,St Joseph's PA,-5,-3.743316641151768,1.2566833588482318
2004,Syracuse,Maryland,Syracuse,Maryland,1,0.4521065173739391,0,Maryland,2,0.7582635509055401,1.2417364490944598
2004,Maryland,Syracuse,Maryland,Syracuse,0,0.46894547295267247,0,Syracuse,-2,0.8448895058477425,2.8448895058477426
2004,Texas,North Carolina,Texas,North Carolina,1,0.46314718811974087,0,North Carolina,3,-1.914810092137145,4.914810092137145
2004,North Carolina,Texas,North Carolina,Texas,0,0.4687558328136702,0,Texas,-3,-0.21112204878101143,2.7888779512189887
2004,Wake Forest,Manhattan,Wake Forest,Manhattan,1,0.5818946169385718,1,Wake Forest,4,2.3296941831288027,1.6703058168711973
2004,Manhattan,Wake Forest,Manhattan,Wake Forest,0,0.3868721093532056,0,Wake Forest,-4,-2.994337956514377,1.0056620434856232
2004,Georgia Tech,Boston College,Georgia Tech,Boston University,1,0.5530125607191931,1,Georgia Tech,3,2.0045053979484884,0.9954946020515116
2004,Boston College,Georgia Tech,Boston University,Georgia Tech,0,0.3891426783065615,0,Georgia Tech,-3,-1.8129685471554604,1.1870314528445396
2004,Illinois,Cincinnati,Illinois,Cincinnati,1,0.4968938160700485,0,Cincinnati,24,-0.5791168422446882,24.579116842244687
2004,Cincinnati,Illinois,Cincinnati,Illinois,0,0.47748700959705836,0,Illinois,-24,0.5700890694474349,24.570089069447434
2004,Kansas,Pacific,Kansas,Pacific,1,0.5829629548486578,1,Kansas,15,1.4016212961344745,13.598378703865526
2004,Pacific,Kansas,Pacific,Kansas,0,0.3781244095570582,0,Kansas,-15,-3.032689659101223,11.967310340898777
2004,Oklahoma St,Memphis,Oklahoma State,Memphis,1,0.5829966122277723,1,Oklahoma St,17,1.9087171064884025,15.091282893511597
2004,Memphis,Oklahoma St,Memphis,Oklahoma State,0,0.3842838999567487,0,Oklahoma St,-17,-4.079866735805377,12.920133264194623
2004,Pittsburgh,Wisconsin,Pittsburgh,Wisconsin,1,0.4827484275553349,0,Wisconsin,4,-0.058429026076213475,4.0584290260762135
2004,Wisconsin,Pittsburgh,Wisconsin,Pittsburgh,0,0.47756626108462036,0,Pittsburgh,-4,1.6581284582650455,5.658128458265045
2004,UAB,Kentucky,UAB,Kentucky,1,0.4100056235642608,0,Kentucky,1,-2.761565429653967,3.761565429653967
